"About the data: Analytical views - Source Title - Exported on Oct 25, 2022. Criteria: My groups is US YES federal funders; Publication Year is 2017 or 2018 or 2019 or 2020 or 2021; Country of Funder is United States; Research Organization is Iowa State University; Publication Type is not Preprint. © 2022 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,,,,,,,
ID,Name,Rank FF,FF Publications,Rank All,All Publications,Rank %,Percentage,All OA,Bronze,Closed,Gold,Green,Hybrid,sum,delta,% OSTP Bronze,% OSTP Closed,% OSTP Gold,% OSTP Green,% OSTP Hybrid
jour.1126575,Plant and Soil,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1126601,Industrial & Engineering Chemistry Research,360,4,324,7,224,57.14285714,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1126813,Journal of Applied Statistics,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1127263,Computational Mechanics,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1129443,Biomass and Bioenergy,360,4,324,7,224,57.14285714,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1132096,Atmospheric Environment,360,4,299,8,258,50,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1133659,Journal of Multivariate Analysis,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1136043,International Journal of STEM Education,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1136823,Few-Body Systems,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1137152,International Journal of Electrical Power & Energy Systems,360,4,273,9,291,44.44444444,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1137177,Composites Part B Engineering,360,4,243,10,304,40,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1137366,Journal of Combinatorial Theory Series B,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1137514,Energies,360,4,79,24,347,16.66666667,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1138632,Wind Energy,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1139667,Biofuels Bioproducts and Biorefining,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1144011,IEEE Transactions on Control of Network Systems,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1147662,Transportation Geotechnics,360,4,299,8,258,50,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1150266,ACS Energy Letters,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1155085,Chem,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1272851,Communications in Computer and Information Science,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1275342,"Modeling and Simulation in Science, Engineering and Technology",360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1284287,Journal of the European Ceramic Society,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1287104,Phytobiomes Journal,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1292001,IEEE Transactions on Green Communications and Networking,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1297444,FEMS Microbiology Ecology,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1297486,ChemSusChem,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1298581,ACS Applied Nano Materials,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1299546,Journal of Transportation Engineering Part B Pavements,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1300470,Paleoceanography and Paleoclimatology,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1312082,Journal of Climate,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1313722,Proceedings of the Human Factors and Ergonomics Society Annual Meeting,360,4,18,60,354,6.666666667,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1320081,Journal of Manufacturing Processes,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1320086,Journal of Graph Theory,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1327407,Food Policy,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1327822,Chinese Physics C,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1380461,The Neuroradiology Journal,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1382387,Agrosystems Geosciences & Environment,360,4,299,8,258,50,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1398640,Plant Breeding,360,4,196,12,326,33.33333333,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1399520,Annals of the New York Academy of Sciences,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1399818,Parasites & Vectors,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1412877,Journal of Industrial Microbiology & Biotechnology,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1430722,Journal of Rural Studies,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1430755,Atmosphere,360,4,216,11,317,36.36363636,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1007697,Water Research,481,3,324,7,299,42.85714286,0,0,0,0,0,0,0,-3,0,0,0,0,0
jour.1007849,Journal of Animal Breeding and Genetics,481,3,355,0,355,0,0,0,0,0,0,0,0,-3,0,0,0,0,0
jour.1009586,Oecologia,481,3,355,0,355,0,0,0,0,0,0,0,0,-3,0,0,0,0,0
jour.1009651,Physiology & Behavior,481,3,355,0,355,0,0,0,0,0,0,0,0,-3,0,0,0,0,0
jour.1011822,Ornithological Applications,481,3,355,0,355,0,0,0,0,0,0,0,0,-3,0,0,0,0,0
jour.1011872,Biology of Reproduction,481,3,299,8,310,37.5,0,0,0,0,0,0,0,-3,0,0,0,0,0
jour.1012064,Methods in Enzymology,481,3,355,0,355,0,0,0,0,0,0,0,0,-3,0,0,0,0,0
jour.1013866,Journal of Wildlife Management,481,3,355,0,355,0,0,0,0,0,0,0,0,-3,0,0,0,0,0
jour.1014502,Ecological Monographs,481,3,355,0,355,0,0,0,0,0,0,0,0,-3,0,0,0,0,0
jour.1015694,Journal of Youth and Adolescence,481,3,355,0,355,0,0,0,0,0,0,0,0,-3,0,0,0,0,0
jour.1017681,Journal of Agricultural and Food Chemistry,481,3,159,14,343,21.42857143,0,0,0,0,0,0,0,-3,0,0,0,0,0
jour.1017682,Journal of Catalysis,481,3,355,0,355,0,0,0,0,0,0,0,0,-3,0,0,0,0,0
jour.1017724,The Gerontologist,481,3,355,0,355,0,0,0,0,0,0,0,0,-3,0,0,0,0,0
jour.1017744,Journal of Heredity,481,3,355,0,355,0,0,0,0,0,0,0,0,-3,0,0,0,0,0
jour.1017908,Psychosomatic Medicine,481,3,355,0,355,0,0,0,0,0,0,0,0,-3,0,0,0,0,0
jour.1017948,Journal of Animal Ecology,481,3,355,0,355,0,0,0,0,0,0,0,0,-3,0,0,0,0,0
jour.1018957,Nature,481,3,355,0,355,0,0,0,0,0,0,0,0,-3,0,0,0,0,0
jour.1019541,Toxicology and Applied Pharmacology,481,3,355,0,355,0,0,0,0,0,0,0,0,-3,0,0,0,0,0
jour.1019675,Cell and Tissue Research,481,3,355,0,355,0,0,0,0,0,0,0,0,-3,0,0,0,0,0
jour.1020227,Journal of Mass Spectrometry,481,3,355,0,355,0,0,0,0,0,0,0,0,-3,0,0,0,0,0
